ref#,propertyName,state,county,city,address,listedDate,areaSignificance,geometry,longitude,latitude,fipsBlock,fipsTract,riskIndexRef#,fipsStateCounty,cfldEvents,cfldFreq,cfldRisk,cfldRiskRating,rfldEvents,rfldFreq,rfldRisk,rfldRiskRating
72000315,L & N Marine Terminal Building,FLORIDA,Escambia,Pensacola,Commendencia Street Wharf,FALSE,8/14/1972,COMMERCE; TRANSPORTATION; ARCHITECTURE,POINT (-87.21131173399993 30.40789339500003),30.4078934,-87.21131173,120330008001078,12033000800,T12033000800,12033,2.053617974,3.778710002,Relatively Low,39,1.625,23.12196275,Relatively High
8001243,Red Barn,FLORIDA,Glades,Okeechobee,3 mi. W of Co. Rd. 721 on Co. Rd. 721A,FALSE,12/24/2008,AGRICULTURE; NATIVE AMERICAN; POLITICS/GOVERNMENT,POINT (-81.11346489599998 27.07542267100007),27.07542267,-81.1134649,120430003003030,12043000300,T12043000300,12043,0.002,2.820082142,Very Low,13,0.541666666,28.32121286,Relatively High
91002047,"Hurston, Zora Neale, House",FLORIDA,St. Lucie,Fort Pierce,1734 School Ct.,FALSE,12/4/1991,BLACK; LITERATURE,POINT (-80.34346812299998 27.46096515100004),27.46096515,-80.34346812,121113803001033,12111380300,T12111380300,12111,0.007984082,1.1914932,Very Low,11,0.458333333,22.35194791,Relatively High
70000198,Bonner-Sharp-Gunn House,GEORGIA,Carroll,Carrollton,West Georgia College campus,FALSE,5/13/1970,EDUCATION; ARCHITECTURE; SOCIAL HISTORY,POINT (-85.09800396599996 33.57149371300005),33.57149371,-85.09800397,130459105012027,13045910501,T13045910501,13045,,,Not Applicable,23,0.958333333,25.85981574,Relatively High
76000654,Gordon-Lee House,GEORGIA,Walker,Chickamauga,217 Cove Rd.,FALSE,3/22/1976,MILITARY; ARCHITECTURE; SOCIAL HISTORY,POINT (-85.29274772899998 34.87102408800007),34.87102409,-85.29274773,132950205012051,13295020501,T13295020501,13295,,,Not Applicable,14,0.583333333,25.13291693,Relatively High
73000647,"Ross, John, House",GEORGIA,Walker,Rossville,Lake Ave. and Spring St.,FALSE,11/7/1973,NATIVE AMERICAN; POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-85.28468141299999 34.97506708300006),34.97506708,-85.28468141,132950202001029,13295020200,T13295020200,13295,,,Not Applicable,14,0.583333333,24.60455473,Relatively High
95000911,Mount Zion Baptist Church,GEORGIA,Dougherty,Albany,328 W. Whitney Ave.,FALSE,8/10/1995,BLACK; SOCIAL HISTORY; ARCHITECTURE,POINT (-84.15557091599999 31.57198680900007),31.57198681,-84.15557092,130950014031020,13095001403,T13095001403,13095,,,Not Applicable,20,0.833333333,24.16676154,Relatively High
77000428,Dixie Coca-Cola Bottling Company Plant,GEORGIA,Fulton,Atlanta,125 Edgewood Ave.,FALSE,7/20/1977,INDUSTRY,POINT (-84.36925413699998 34.20463901600004),34.20463902,-84.36925414,130570905021050,13057090502,T13057090502,13057,,,Not Applicable,23,0.958333333,21.20003177,Relatively High
73000653,Hulihee Palace,HAWAII,Hawaii,Kailua-Kona,Alii Dr.,FALSE,5/25/1973,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-155.994790426 19.63913366100007),19.63913366,-155.9947904,150010216015001,15001021601,T15001021601,15001,0.069971012,1.361625045,Very Low,142,5.916666666,37.98028935,Very High
92001748,Volcano Block Building,HAWAII,Hawaii,Hilo,27--37 Wianuenue Ave.,FALSE,1/7/1993,COMMERCE; ARCHITECTURE,POINT (-155.087310171 19.72583875000004),19.72583875,-155.0873102,150010203003019,15001020300,T15001020300,15001,0.067971012,1.292880687,Very Low,142,5.916666666,29.75975592,Relatively High
74000749,Delaware Building,ILLINOIS,Cook,Chicago,36 W. Randolph St.,FALSE,7/18/1974,ARCHITECTURE,POINT (-87.62920060199997 41.88479862400004),41.88479862,-87.6292006,170318391001038,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
76000691,Fisher Building,ILLINOIS,Cook,Chicago,343 S. Dearborn St.,FALSE,3/16/1976,COMMUNITY PLANNING AND DEVELOPMENT; ENGINEERING; ARCHITECTURE,POINT (-87.62894365399995 41.87705414800007),41.87705415,-87.62894365,170318391001102,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
76000697,Manhattan Building,ILLINOIS,Cook,Chicago,431 S. Dearborn St.,FALSE,3/16/1976,COMMUNITY PLANNING AND DEVELOPMENT; ENGINEERING; ARCHITECTURE,POINT (-87.62896088299999 41.88493504200005),41.88493504,-87.62896088,170318391001038,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
73000697,Marquette Building,ILLINOIS,Cook,Chicago,140 S. Dearborn St.,FALSE,8/17/1973,ARCHITECTURE,POINT (-87.62963570699998 41.88002261000003),41.88002261,-87.62963571,170318391001089,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
70000236,Monadnock Block,ILLINOIS,Cook,Chicago,53 W. Jackson Blvd.,FALSE,11/20/1970,ARCHITECTURE,POINT (-87.62949569399996 41.87804187200004),41.87804187,-87.62949569,170318391001103,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
78003401,New Masonic Building and Oriental Theater,ILLINOIS,Cook,Chicago,20 W. Randolph St.,FALSE,9/26/1978,ENTERTAINMENT/RECREATION; ARCHITECTURE,POINT (-87.62823287299994 41.88444365600003),41.88444366,-87.62823287,170318391001039,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
70000237,Reliance Building,ILLINOIS,Cook,Chicago,32 N. State St.,FALSE,10/15/1970,ARCHITECTURE,POINT (-87.62845798999996 41.88282119100006),41.88282119,-87.62845799,170318391001066,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
70000238,Rookery Building,ILLINOIS,Cook,Chicago,209 S. LaSalle St.,FALSE,4/17/1970,ARCHITECTURE,POINT (-87.63215761599997 41.87910805300004),41.87910805,-87.63215762,170318391001097,17031839100,T17031839100,17031,0,0,No Rating,141,5.875,25.66038695,Relatively High
99000632,"Tomek, F.F., House",ILLINOIS,Cook,Riverside,150 Nuttall Road,FALSE,1/20/1999,ARCHITECTURE,POINT (-87.81715839899994 41.83218433200005),41.83218433,-87.8171584,170318157021003,17031815702,T17031815702,17031,0,0,No Rating,141,5.875,21.43354259,Relatively High
72000459,State Bank,ILLINOIS,Gallatin,Old Shawneetown,Corner of Main St. and IL 13,FALSE,4/19/1972,COMMERCE; ARCHITECTURE,POINT (-88.13522303899998 37.69660680700008),37.69660681,-88.13522304,170599728001078,17059972800,T17059972800,17059,,,Not Applicable,141,5.875,30.63722136,Relatively High
66000322,"Grant, Ulysses S., House",ILLINOIS,Jo Daviess,Galena,511 Bouthillier St.,FALSE,10/15/1966,POLITICS/GOVERNMENT,POINT (-90.42439600699998 42.41109056600004),42.41109057,-90.42439601,170850203005017,17085020300,T17085020300,17085,,,Not Applicable,39,1.625,30.01662543,Relatively High
73000708,"Washburne, Elihu Benjamin, House",ILLINOIS,Jo Daviess,Galena,908 3rd St.,FALSE,7/5/1973,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-90.43181303999995 42.41395851900006),42.41395852,-90.43181304,170850203004020,17085020300,T17085020300,17085,,,Not Applicable,39,1.625,30.01662543,Relatively High
80001400,"Grierson, Gen. Benjamin Henry, House",ILLINOIS,Morgan,Jacksonville,852 E. State St.,FALSE,11/20/1980,MILITARY,POINT (-90.21284793899997 39.73422653000006),39.73422653,-90.21284794,171379516003006,17137951600,T17137951600,17137,,,Not Applicable,35,1.458333333,23.69789344,Relatively High
73000689,Old Customhouse,ILLINOIS,Alexander,Cairo,Washington and 15th St.,FALSE,7/24/1973,ARCHITECTURE,POINT (-89.17091570499997 37.00310590900006),37.00310591,-89.1709157,170039579001024,17003957900,T17003957900,17003,,,Not Applicable,180,7.5,21.18265529,Relatively High
1000067,First Christian Church,INDIANA,Bartholomew,Columbus,531 Fifth St.,FALSE,1/3/2001,ARCHITECTURE,POINT (-85.91934295199997 39.20347354400008),39.20347354,-85.91934295,180050101004062,18005010100,T18005010100,18005,,,Not Applicable,44,1.833333333,28.34500816,Relatively High
84001224,"Bentel, George, House",INDIANA,Posey,New Harmony,Brewery and Granary St.,FALSE,9/20/1984,ARCHITECTURE; SOCIAL HISTORY,POINT (-87.93151999299994 38.13065171500006),38.13065172,-87.93151999,181290402001017,18129040200,T18129040200,18129,,,Not Applicable,193,8.041666666,25.62693881,Relatively High
81000007,"Scholle, Mattias, House",INDIANA,Posey,New Harmony,Tavern and Brewery Sts.,FALSE,3/2/1981,ARCHITECTURE; SOCIAL HISTORY,POINT (-87.93304063699998 38.12910751000004),38.12910751,-87.93304064,181290402001033,18129040200,T18129040200,18129,,,Not Applicable,193,8.041666666,25.62693881,Relatively High
94001190,"Shrewsbury, Charles L., House",INDIANA,Jefferson,Madison,301 W. First St.,FALSE,4/19/1994,ARCHITECTURE,POINT (-85.38293176699995 38.73484613800008),38.73484614,-85.38293177,180779666001079,18077966600,T18077966600,18077,,,Not Applicable,90,3.75,25.49074314,Relatively High
71000005,Hillforest (Forest Hill),INDIANA,Dearborn,Aurora,213 5th St.,FALSE,8/5/1971,ARCHITECTURE,POINT (-84.90162485099995 39.05393791400007),39.05393791,-84.90162485,180290805004013,18029080500,T18029080500,18029,,,Not Applicable,61,2.541666666,23.55405789,Relatively High
75000011,Cannelton Cotton Mills,INDIANA,Perry,Cannelton,"Bounded by Front, 4th, Washington, and Adams Sts.",FALSE,8/22/1975,ARCHITECTURE; INDUSTRY,POINT (-86.74562286699995 37.91136761500007),37.91136762,-86.74562287,181239526001047,18123952600,T18123952600,18123,,,Not Applicable,66,2.75,22.47238588,Relatively High
71000007,Hay-Morrison House,INDIANA,Washington,Salem,106 S. College Ave.,FALSE,10/26/1971,EDUCATION; ARCHITECTURE; RELIGION,POINT (-86.09720364799995 38.60532942000003),38.60532942,-86.09720365,181759675004002,18175967500,T18175967500,18175,,,Not Applicable,34,1.416666666,20.97747211,Relatively High
82002628,"Douglas, George B., House",IOWA,Linn,Cedar Rapids,"800 2nd Ave., SE",FALSE,9/9/1982,ART; ARCHITECTURE,POINT (-91.66103346599994 41.98216735100004),41.98216735,-91.66103347,191130019003006,19113001900,T19113001900,19113,,,Not Applicable,60,2.5,60.20725989,Very High
66000339,Knapp-Wilson House,IOWA,Story,Ames,Iowa State University campus,FALSE,10/15/1966,EDUCATION; AGRICULTURE,POINT (-93.64244203699997 42.02997679400005),42.02997679,-93.64244204,191690008001006,19169000800,T19169000800,19169,,,Not Applicable,72,3,32.92660603,Relatively High
72000475,Old Capitol,IOWA,Johnson,Iowa City,University of Iowa campus,FALSE,5/31/1972,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-91.53581564399997 41.66136501000005),41.66136501,-91.53581564,191030021001008,19103002100,T19103002100,19103,,,Not Applicable,51,2.125,28.60093112,Relatively High
89002307,Reeve Electric Association Plant,IOWA,Franklin,Hampton,"RR 1, SW of Hampton",FALSE,4/6/1990,INDUSTRY,POINT (-93.23310351899994 42.68707054300006),42.68707054,-93.23310352,190693601003042,19069360100,T19069360100,19069,,,Not Applicable,43,1.791666666,27.19931998,Relatively High
76000814,"Miller, Norris, House",IOWA,Winneshiek,Decorah,118 N. Mill St.,FALSE,6/8/1976,ARCHITECTURE,POINT (-91.77955599399996 43.30413150100003),43.3041315,-91.77955599,191919502001031,19191950200,T19191950200,19191,,,Not Applicable,38,1.583333333,23.60822651,Relatively High
77000500,"Hitchcock, Rev. George B., House",IOWA,Cass,Lewis,63788 567th Lane,FALSE,11/9/1977,ARCHITECTURE; RELIGION; SOCIAL HISTORY,POINT (-95.10347701799998 41.30312545500004),41.30312546,-95.10347702,190291902001074,19029190200,T19029190200,19029,,,Not Applicable,35,1.458333333,23.19229361,Relatively High
75000680,"Weaver, James B., House",IOWA,Davis,Bloomfield,Weaver Park Rd. (U.S. 63),FALSE,5/15/1975,POLITICS/GOVERNMENT,POINT (-92.41240811099999 40.75502160800005),40.75502161,-92.41240811,190510801005014,19051080100,T19051080100,19051,,,Not Applicable,27,1.125,22.01427355,Relatively High
74000792,Kirkwood House,IOWA,Johnson,Iowa City,1101 Kirkwood,FALSE,9/17/1974,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-91.51928170399998 41.64908429900004),41.6490843,-91.5192817,191030017002001,19103001700,T19103001700,19103,,,Not Applicable,51,2.125,21.66973697,Relatively High
73000731,Plum Grove,IOWA,Johnson,Iowa City,1030 Carroll Ave.,FALSE,5/7/1973,EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-91.52447459899997 41.64779999100006),41.64779999,-91.5244746,191030017003028,19103001700,T19103001700,19103,,,Not Applicable,51,2.125,21.66973697,Relatively High
6000858,"Sheaffer, Walter A., House",IOWA,Lee,Fort Madison,11 High Point,FALSE,9/19/2006,INVENTION; INDUSTRY; COMMERCE,POINT (-91.28723529899997 40.63396916800008),40.63396917,-91.2872353,191114902002025,19111490200,T19111490200,19111,,,Not Applicable,65,2.708333333,21.01704858,Relatively High
72000471,Dow House,IOWA,Crawford,Dow City,Prince St. at S city limit,FALSE,6/14/1972,COMMERCE; AGRICULTURE; CONSERVATION; POLITICS/GOVERNMENT,POINT (-95.49750674899997 41.92498130600006),41.92498131,-95.49750675,190470703003078,19047070300,T19047070300,19047,,,Not Applicable,23,0.958333333,20.68329427,Relatively High
74000841,"Harris, Senator William A., House",KANSAS,Leavenworth,Linwood,NW of Linwood on KS 32,FALSE,11/5/1974,AGRICULTURE; POLITICS/GOVERNMENT,POINT (-95.04349019899996 39.00419681300008),39.00419681,-95.0434902,201030714003026,20103071400,T20103071400,20103,,,Not Applicable,101,4.208333333,24.03389426,Relatively High
71000319,"Brown, John, Cabin",KANSAS,Miami,Osawatomie,John Brown Memorial Park,FALSE,3/24/1971,POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-94.95968849999997 38.49889900600004),38.49889901,-94.9596885,201211007005003,20121100700,T20121100700,20121,,,Not Applicable,43,1.791666666,23.99031576,Relatively High
71000318,"White, William Allen, House",KANSAS,Lyon,Emporia,927 Exchange St.,FALSE,5/14/1971,LITERATURE; POLITICS/GOVERNMENT; ARCHITECTURE; COMMUNICATIONS; SOCIAL HISTORY,POINT (-96.17539925299997 38.40956539600006),38.4095654,-96.17539925,201110001005042,20111000100,T20111000100,20111,,,Not Applicable,57,2.375,22.86332157,Relatively High
78001335,"Pate, Samuel, House",KENTUCKY,Hancock,Lewisport,E of Lewisport of KY 334,FALSE,12/21/1978,LAW; ARCHITECTURE,POINT (-86.85653792299996 37.97158134700004),37.97158135,-86.85653792,210919602003011,21091960200,T21091960200,21091,,,Not Applicable,21,0.875,37.83102919,Very High
74000890,"Vinson, Fred M., Birthplace",KENTUCKY,Lawrence,Louisa,E. Madison and Vinson Blvd.,FALSE,9/4/1974,POLITICS/GOVERNMENT,POINT (-82.60155556999996 38.11508554500006),38.11508555,-82.60155557,211279301004009,21127930100,T21127930100,21127,,,Not Applicable,44,1.833333333,29.46870542,Relatively High
75000792,Wendover,KENTUCKY,Leslie,Hyden,S of Hyden off KY 80,FALSE,10/21/1975,SOCIAL HISTORY; EDUCATION; POLITICS/GOVERNMENT; HEALTH/MEDICINE,POINT (-83.36514804899997 37.12748698300004),37.12748698,-83.36514805,211319201004060,21131920100,T21131920100,21131,,,Not Applicable,41,1.708333333,26.4586656,Relatively High
74000892,Lincoln Hall,KENTUCKY,Madison,Berea,Berea College campus,FALSE,12/2/1974,BLACK; EDUCATION,POINT (-84.28581096199997 37.57210175800003),37.57210176,-84.28581096,211510113021011,21151011302,T21151011302,21151,,,Not Applicable,51,2.125,25.6514719,Relatively High
73000784,Eades Tavern,KENTUCKY,Bourbon,Paris,421 High St.,FALSE,10/2/1973,LAW,POINT (-84.25160043199998 38.21229701100003),38.21229701,-84.25160043,210170301004006,21017030100,T21017030100,21017,,,Not Applicable,71,2.958333333,24.52034904,Relatively High
78001346,Brown Hotel Building and Theater,KENTUCKY,Jefferson,Louisville,675 River City Mall,FALSE,2/17/1978,COMMERCE; ARCHITECTURE,POINT (-85.75776659499996 38.24667443200008),38.24667443,-85.75776659,211110049002007,21111004900,T21111004900,21111,,,Not Applicable,96,4,22.10766457,Relatively High
77000624,Louisville Trust Building,KENTUCKY,Jefferson,Louisville,208 S. 5th St.,FALSE,4/18/1977,ENGINEERING; ARCHITECTURE,POINT (-85.75876363699996 38.25524643900008),38.25524644,-85.75876364,211110049001063,21111004900,T21111004900,21111,,,Not Applicable,96,4,22.10766457,Relatively High
77000626,Old U.S. Customshouse and Post Office,KENTUCKY,Jefferson,Louisville,300 W. Liberty St.,FALSE,11/23/1977,COMMERCE; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-85.75583718199994 38.25260203400006),38.25260203,-85.75583718,211110049001096,21111004900,T21111004900,21111,,,Not Applicable,96,4,22.10766457,Relatively High
80001612,Old U.S. Customshouse and Post Office and Fireproof Storage Company Warehouse (Boundary Increase),KENTUCKY,Jefferson,Louisville,300--314 W. Liberty St.,FALSE,5/31/1980,ARCHITECTURE,POINT (-85.75583411099996 38.25278223900006),38.25278224,-85.75583411,211110049001096,21111004900,T21111004900,21111,,,Not Applicable,96,4,22.10766457,Relatively High
71000349,Southern National Bank,KENTUCKY,Jefferson,Louisville,320 W. Main St.,FALSE,8/12/1971,ARCHITECTURE,POINT (-85.75552292199995 38.25561768700004),38.25561769,-85.75552292,211110049001045,21111004900,T21111004900,21111,,,Not Applicable,96,4,22.10766457,Relatively High
75000778,University of Louisville School of Medicine,KENTUCKY,Jefferson,Louisville,101 W. Chestnut St.,FALSE,7/30/1975,EDUCATION; ARCHITECTURE; SOCIAL HISTORY,POINT (-85.75293094699998 38.24878615900008),38.24878616,-85.75293095,211110049002002,21111004900,T21111004900,21111,,,Not Applicable,96,4,22.10766457,Relatively High
76000897,Marvin College Boys Dormitory,KENTUCKY,Hickman,Clinton,404 and 416 N. Washington St.,FALSE,1/2/1976,EDUCATION,POINT (-88.94311907399998 36.67171833900005),36.67171834,-88.94311907,211059701004009,21105970100,T21105970100,21105,,,Not Applicable,55,2.291666666,22.042999,Relatively High
84001553,Brandeis House,KENTUCKY,Jefferson,Louisville,310 E. Broadway,FALSE,3/1/1984,LAW; SOCIAL HISTORY,POINT (-85.74910946799997 38.24505045200004),38.24505045,-85.74910947,211110062002002,21111006200,T21111006200,21111,,,Not Applicable,96,4,21.22369901,Relatively High
80001622,Steam Engine Company No. 10,KENTUCKY,Jefferson,Louisville,1419 E. Washington,FALSE,11/7/1980,ARCHITECTURE,POINT (-85.72720540699999 38.24625686300004),38.24625686,-85.72720541,211110081003042,21111008100,T21111008100,21111,,,Not Applicable,96,4,20.63146456,Relatively High
73000817,"Jones, Merritt, Tavern",KENTUCKY,Madison,Big Hill,1 mi. S of Big Hill on U.S. 421,FALSE,4/2/1973,MILITARY; ARCHITECTURE,POINT (-84.21112725599994 37.53476728200008),37.53476728,-84.21112726,211510111003060,21151011100,T21151011100,21151,,,Not Applicable,51,2.125,20.29212138,Relatively High
71000344,Liberty Hall,KENTUCKY,Franklin,Frankfort,218 Wilkinson St.,FALSE,11/11/1971,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-84.88146096399998 38.19895744800004),38.19895745,-84.88146096,210730712003056,21073071200,T21073071200,21073,,,Not Applicable,38,1.583333333,19.93359653,Relatively High
71000345,Old Governor's Mansion,KENTUCKY,Franklin,Frankfort,420 High St.,FALSE,3/11/1971,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-84.87389508399997 38.19956551700005),38.19956552,-84.87389508,210730712003079,21073071200,T21073071200,21073,,,Not Applicable,38,1.583333333,19.93359653,Relatively High
71000346,Old Statehouse,KENTUCKY,Franklin,Frankfort,"On Broadway, bounded by Madison, Clinton, and Lewis Sts.",FALSE,3/11/1971,MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-84.87328996199994 38.20034753900006),38.20034754,-84.87328996,210730712003072,21073071200,T21073071200,21073,,,Not Applicable,38,1.583333333,19.93359653,Relatively High
74002188,Southdown Plantation,LOUISIANA,Terrebonne,Houma,1 mi. SW of Houma on LA 311,FALSE,1/18/1974,INDUSTRY; AGRICULTURE,POINT (-90.73121687599996 29.58817245200004),29.58817245,-90.73121688,221090017003038,22109001700,T22109001700,22109,4.003458798,23.23260419,Relatively High,18,0.75,13.85799172,Relatively Moderate
72000553,Shadows-on-the-Teche,LOUISIANA,Iberia,New Iberia,E. Main St.,FALSE,10/5/1972,LANDSCAPE ARCHITECTURE; ARCHITECTURE,POINT (-91.81511875499996 30.00436904300005),30.00436904,-91.81511875,220450311002069,22045031100,T22045031100,22045,3.951602057,11.23365103,Relatively Moderate,34,1.416666666,43.36847436,Very High
82004678,Darby House,LOUISIANA,St. Mary,Baldwin,102 Main St.,FALSE,8/11/1982,ARCHITECTURE,POINT (-91.54387542799998 29.83734887100007),29.83734887,-91.54387543,221010412001029,22101041200,T22101041200,22101,3.969554304,9.5225982,Relatively Low,27,1.125,23.26705542,Relatively High
73002133,Maison Olivier (Acadian House),LOUISIANA,St. Martin,St. Martinville,"1200 N. Main St., within Longfellow Evangeline State Park",FALSE,3/30/1973,ARCHITECTURE,POINT (-91.82511722399994 30.13825343900004),30.13825344,-91.82511722,220990204004037,22099020400,T22099020400,22099,3.901729398,8.644395333,Relatively Low,28,1.166666666,39.47696312,Very High
92001732,"Warren, Robert Penn, House",LOUISIANA,Ascension,Prairieville,16381 Old Jefferson Hwy.,FALSE,1/7/1993,LITERATURE,POINT (-90.97369214099996 30.30825546700004),30.30825547,-90.97369214,220050302041026,22005030204,T22005030204,22005,0.071808986,8.522170376,Relatively Low,16,0.666666666,26.81953885,Relatively High
80001721,Center Building of East Louisiana State Hospital,LOUISIANA,East Feliciana,Jackson,E of Jackson on LA 10,FALSE,8/1/1980,ARCHITECTURE; SOCIAL HISTORY,POINT (-91.21427378299995 30.83304034300005),30.83304034,-91.21427378,220379515021012,22037951502,T22037951502,22037,0.002,0.3194958372,Very Low,11,0.458333333,20.12949689,Relatively High
80001739,Badin-Roque House,LOUISIANA,Natchitoches,Natchez,S of Natchez,FALSE,6/6/1980,BLACK; ARCHITECTURE,POINT (-92.97301583399997 31.60184418300003),31.60184418,-92.97301583,220690009002068,22069000900,T22069000900,22069,,,Not Applicable,33,1.375,23.36452475,Relatively High
74000927,"Cloutier, Alexis, House",LOUISIANA,Natchitoches,Cloutierville,Main St.,FALSE,12/31/1974,LITERATURE,POINT (-92.91798794099998 31.54091941400003),31.54091941,-92.91798794,220690009002362,22069000900,T22069000900,22069,,,Not Applicable,33,1.375,23.36452475,Relatively High
95001458,Ogunquit Playhouse,MAINE,York,Ogunquit,"US 1 E side, 0.2 mi. S of jct. with Bourne Rd.",FALSE,12/14/1995,PERFORMING ARTS; COMMUNITY PLANNING AND DEVELOPMENT; EDUCATION; ARCHITECTURE,POINT (-70.60008915699996 43.23886802600003),43.23886803,-70.60008916,230310340011061,23031034001,T23031034001,23031,4.42992041,15.39848024,Relatively Moderate,25,1.041666666,30.73038387,Relatively High
66000092,"Homer, Winslow, Studio",MAINE,Cumberland,Scarborough,"Winslow Homer Rd., Prout's Neck",FALSE,10/15/1966,ART,POINT (-70.31988908299996 43.52851511700004),43.52851512,-70.31988908,230050173041050,23005017304,T23005017304,23005,4.423936328,8.160782926,Relatively Low,49,2.041666666,23.26506942,Relatively High
68000016,Old York Gaol,MAINE,York,York,4 Lindsey Rd.,FALSE,11/24/1968,ARCHITECTURE,POINT (-70.65221142199994 43.14411950000004),43.1441195,-70.65221142,230310360013073,23031036001,T23031036001,23031,4.42992041,5.138242599,Relatively Low,25,1.041666666,20.44392544,Relatively High
76000105,Gehring Clinic,MAINE,Oxford,Bethel,Off ME 5,FALSE,8/2/1976,HEALTH/MEDICINE; SOCIAL HISTORY,POINT (-70.78719255199996 44.39957871000007),44.39957871,-70.78719255,230179659002039,23017965900,T23017965900,23017,,,Not Applicable,72,3,21.78757341,Relatively High
69000005,Fort Kent,MAINE,Aroostook,Fort Kent,About 0.75 mi. SW of Fort Kent off ME 11,FALSE,12/1/1969,MILITARY; EXPLORATION/SETTLEMENT,POINT (-68.59032718199995 47.25253293400004),47.25253293,-68.59032718,230039506001078,23003950600,T23003950600,23003,,,Not Applicable,78,3.25,21.77247759,Relatively High
66000390,"Old Lock Pump House, Chesapeake and Delaware Canal",MARYLAND,Cecil,Chesapeake City,U.S. 213,FALSE,10/15/1966,ENGINEERING; ARCHITECTURE,POINT (-75.81036165299997 39.52580030000007),39.5258003,-75.81036165,240150302003013,24015030200,T24015030200,24015,4.435936328,22.34063627,Relatively High,63,2.625,14.06426256,Relatively Moderate
5000655,"Sumner, Charles, Post #25, Grand Army of the Republic",MARYLAND,Kent,Chestertown,206 S. Queen St.,FALSE,7/6/2005,BLACK; MILITARY; SOCIAL HISTORY,POINT (-76.06636072399994 39.20901484400008),39.20901484,-76.06636072,240299503004035,24029950300,T24029950300,24029,4.425936328,20.63933644,Relatively High,19,0.791666666,13.88152432,Relatively Moderate
96000469,"Oakley, Annie, House",MARYLAND,Dorchester,Cambridge,28 Bellevue Ave.,FALSE,5/7/1996,ENTERTAINMENT/RECREATION,POINT (-76.08929816899996 38.58952484500003),38.58952485,-76.08929817,240199707024022,24019970702,T24019970702,24019,4.425936328,17.66342085,Relatively Moderate,15,0.625,28.15302383,Relatively High
71000363,La Vale Tollgate House,MARYLAND,Allegany,La Vale,US 40,FALSE,1/25/1971,TRANSPORTATION; ARCHITECTURE,POINT (-78.85141357699996 39.63749156900008),39.63749157,-78.85141358,240010014012078,24001001401,T24001001401,24001,,,Not Applicable,46,1.916666666,24.83781896,Relatively High
73000941,John Brown's Headquarters,MARYLAND,Washington,Samples Manor,Chestnut Grove Rd.,FALSE,11/7/1973,POLITICS/GOVERNMENT,POINT (-77.71528142199998 39.37981662600004),39.37981663,-77.71528142,240430115004002,24043011500,T24043011500,24043,,,Not Applicable,51,2.125,20.83850245,Relatively High
66000783,Peabody Museum of Salem,MASSACHUSETTS,Essex,Salem,161 Essex St.,FALSE,10/15/1966,EDUCATION,POINT (-70.89281131299998 42.52165769100003),42.52165769,-70.89281131,250092043001009,25009204300,T25009204300,25009,4.451888575,6.161549571,Relatively Low,59,2.458333333,19.94946012,Relatively High
97001274,"Quincy, Josiah, House",MASSACHUSETTS,Norfolk,Quincy,20 Muirhead St.,FALSE,9/25/1997,ARCHITECTURE; POLITICS/GOVERNMENT,POINT (-71.01492914999994 42.27165227100005),42.27165227,-71.01492915,250214176013002,25021417601,T25021417601,25021,4.469840822,5.068190636,Relatively Low,64,2.666666666,23.32304467,Relatively High
74000382,Ames Building,MASSACHUSETTS,Suffolk,Boston,1 Court St.,FALSE,4/26/1974,ARCHITECTURE,POINT (-71.05815331699995 42.35895875900007),42.35895876,-71.05815332,250250303003022,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
66000368,Faneuil Hall,MASSACHUSETTS,Suffolk,Boston,Dock Sq.,FALSE,10/15/1966,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-71.05624691299994 42.36007366100006),42.36007366,-71.05624691,250250303003030,25025030300,T25025030300,25025,4.451888575,4.161079277,Relatively Low,38,1.583333333,21.27224914,Relatively High
