Ref#,Property Name,State,County,City,Street & Number,Listed Date,Area of Significance,geometry,longitude,latitude,fipsBlock,fipsTract,STCOFIPS,CFLD_AFREQ,CFLD_RISKS,CFLD_RISKR,RFLD_AFREQ,RFLD_RISKS,RFLD_RISKR
77000428,Dixie Coca-Cola Bottling Company Plant,GEORGIA,Fulton,Atlanta,125 Edgewood Ave.,7/20/1977,INDUSTRY,POINT (-84.36925413699998 34.20463901600004),-84.36925414,34.20463902,130570905021050,13057090502,13057,,,Not Applicable,0.958333333,21.20003177,Relatively High
73000653,Hulihee Palace,HAWAII,Hawaii,Kailua-Kona,Alii Dr.,5/25/1973,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-155.994790426 19.63913366100007),-155.9947904,19.63913366,150010216015001,15001021601,15001,0.069971012,1.361625045,Very Low,5.916666666,37.98028935,Very High
92001748,Volcano Block Building,HAWAII,Hawaii,Hilo,27--37 Wianuenue Ave.,1/7/1993,COMMERCE; ARCHITECTURE,POINT (-155.087310171 19.72583875000004),-155.0873102,19.72583875,150010203003019,15001020300,15001,0.067971012,1.292880687,Very Low,5.916666666,29.75975592,Relatively High
74000749,Delaware Building,ILLINOIS,Cook,Chicago,36 W. Randolph St.,7/18/1974,ARCHITECTURE,POINT (-87.62920060199997 41.88479862400004),-87.6292006,41.88479862,170318391001038,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
76000691,Fisher Building,ILLINOIS,Cook,Chicago,343 S. Dearborn St.,3/16/1976,COMMUNITY PLANNING AND DEVELOPMENT; ENGINEERING; ARCHITECTURE,POINT (-87.62894365399995 41.87705414800007),-87.62894365,41.87705415,170318391001102,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
76000697,Manhattan Building,ILLINOIS,Cook,Chicago,431 S. Dearborn St.,3/16/1976,COMMUNITY PLANNING AND DEVELOPMENT; ENGINEERING; ARCHITECTURE,POINT (-87.62896088299999 41.88493504200005),-87.62896088,41.88493504,170318391001038,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
73000697,Marquette Building,ILLINOIS,Cook,Chicago,140 S. Dearborn St.,8/17/1973,ARCHITECTURE,POINT (-87.62963570699998 41.88002261000003),-87.62963571,41.88002261,170318391001089,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
70000236,Monadnock Block,ILLINOIS,Cook,Chicago,53 W. Jackson Blvd.,11/20/1970,ARCHITECTURE,POINT (-87.62949569399996 41.87804187200004),-87.62949569,41.87804187,170318391001103,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
78003401,New Masonic Building and Oriental Theater,ILLINOIS,Cook,Chicago,20 W. Randolph St.,9/26/1978,ENTERTAINMENT/RECREATION; ARCHITECTURE,POINT (-87.62823287299994 41.88444365600003),-87.62823287,41.88444366,170318391001039,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
70000237,Reliance Building,ILLINOIS,Cook,Chicago,32 N. State St.,10/15/1970,ARCHITECTURE,POINT (-87.62845798999996 41.88282119100006),-87.62845799,41.88282119,170318391001066,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
70000238,Rookery Building,ILLINOIS,Cook,Chicago,209 S. LaSalle St.,4/17/1970,ARCHITECTURE,POINT (-87.63215761599997 41.87910805300004),-87.63215762,41.87910805,170318391001097,17031839100,17031,0,0,No Rating,5.875,25.66038695,Relatively High
99000632,"Tomek, F.F., House",ILLINOIS,Cook,Riverside,150 Nuttall Road,1/20/1999,ARCHITECTURE,POINT (-87.81715839899994 41.83218433200005),-87.8171584,41.83218433,170318157021003,17031815702,17031,0,0,No Rating,5.875,21.43354259,Relatively High
72000459,State Bank,ILLINOIS,Gallatin,Old Shawneetown,Corner of Main St. and IL 13,4/19/1972,COMMERCE; ARCHITECTURE,POINT (-88.13522303899998 37.69660680700008),-88.13522304,37.69660681,170599728001078,17059972800,17059,,,Not Applicable,5.875,30.63722136,Relatively High
66000322,"Grant, Ulysses S., House",ILLINOIS,Jo Daviess,Galena,511 Bouthillier St.,10/15/1966,POLITICS/GOVERNMENT,POINT (-90.42439600699998 42.41109056600004),-90.42439601,42.41109057,170850203005017,17085020300,17085,,,Not Applicable,1.625,30.01662543,Relatively High
73000708,"Washburne, Elihu Benjamin, House",ILLINOIS,Jo Daviess,Galena,908 3rd St.,7/5/1973,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-90.43181303999995 42.41395851900006),-90.43181304,42.41395852,170850203004020,17085020300,17085,,,Not Applicable,1.625,30.01662543,Relatively High
80001400,"Grierson, Gen. Benjamin Henry, House",ILLINOIS,Morgan,Jacksonville,852 E. State St.,11/20/1980,MILITARY,POINT (-90.21284793899997 39.73422653000006),-90.21284794,39.73422653,171379516003006,17137951600,17137,,,Not Applicable,1.458333333,23.69789344,Relatively High
73000689,Old Customhouse,ILLINOIS,Alexander,Cairo,Washington and 15th St.,7/24/1973,ARCHITECTURE,POINT (-89.17091570499997 37.00310590900006),-89.1709157,37.00310591,170039579001024,17003957900,17003,,,Not Applicable,7.5,21.18265529,Relatively High
1000067,First Christian Church,INDIANA,Bartholomew,Columbus,531 Fifth St.,1/3/2001,ARCHITECTURE,POINT (-85.91934295199997 39.20347354400008),-85.91934295,39.20347354,180050101004062,18005010100,18005,,,Not Applicable,1.833333333,28.34500816,Relatively High
84001224,"Bentel, George, House",INDIANA,Posey,New Harmony,Brewery and Granary St.,9/20/1984,ARCHITECTURE; SOCIAL HISTORY,POINT (-87.93151999299994 38.13065171500006),-87.93151999,38.13065172,181290402001017,18129040200,18129,,,Not Applicable,8.041666666,25.62693881,Relatively High
81000007,"Scholle, Mattias, House",INDIANA,Posey,New Harmony,Tavern and Brewery Sts.,3/2/1981,ARCHITECTURE; SOCIAL HISTORY,POINT (-87.93304063699998 38.12910751000004),-87.93304064,38.12910751,181290402001033,18129040200,18129,,,Not Applicable,8.041666666,25.62693881,Relatively High
94001190,"Shrewsbury, Charles L., House",INDIANA,Jefferson,Madison,301 W. First St.,4/19/1994,ARCHITECTURE,POINT (-85.38293176699995 38.73484613800008),-85.38293177,38.73484614,180779666001079,18077966600,18077,,,Not Applicable,3.75,25.49074314,Relatively High
71000005,Hillforest (Forest Hill),INDIANA,Dearborn,Aurora,213 5th St.,8/5/1971,ARCHITECTURE,POINT (-84.90162485099995 39.05393791400007),-84.90162485,39.05393791,180290805004013,18029080500,18029,,,Not Applicable,2.541666666,23.55405789,Relatively High
75000011,Cannelton Cotton Mills,INDIANA,Perry,Cannelton,"Bounded by Front, 4th, Washington, and Adams Sts.",8/22/1975,ARCHITECTURE; INDUSTRY,POINT (-86.74562286699995 37.91136761500007),-86.74562287,37.91136762,181239526001047,18123952600,18123,,,Not Applicable,2.75,22.47238588,Relatively High
71000007,Hay-Morrison House,INDIANA,Washington,Salem,106 S. College Ave.,10/26/1971,EDUCATION; ARCHITECTURE; RELIGION,POINT (-86.09720364799995 38.60532942000003),-86.09720365,38.60532942,181759675004002,18175967500,18175,,,Not Applicable,1.416666666,20.97747211,Relatively High
82002628,"Douglas, George B., House",IOWA,Linn,Cedar Rapids,"800 2nd Ave., SE",9/9/1982,ART; ARCHITECTURE,POINT (-91.66103346599994 41.98216735100004),-91.66103347,41.98216735,191130019003006,19113001900,19113,,,Not Applicable,2.5,60.20725989,Very High
66000339,Knapp-Wilson House,IOWA,Story,Ames,Iowa State University campus,10/15/1966,EDUCATION; AGRICULTURE,POINT (-93.64244203699997 42.02997679400005),-93.64244204,42.02997679,191690008001006,19169000800,19169,,,Not Applicable,3,32.92660603,Relatively High
72000475,Old Capitol,IOWA,Johnson,Iowa City,University of Iowa campus,5/31/1972,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-91.53581564399997 41.66136501000005),-91.53581564,41.66136501,191030021001008,19103002100,19103,,,Not Applicable,2.125,28.60093112,Relatively High
89002307,Reeve Electric Association Plant,IOWA,Franklin,Hampton,"RR 1, SW of Hampton",4/6/1990,INDUSTRY,POINT (-93.23310351899994 42.68707054300006),-93.23310352,42.68707054,190693601003042,19069360100,19069,,,Not Applicable,1.791666666,27.19931998,Relatively High
76000814,"Miller, Norris, House",IOWA,Winneshiek,Decorah,118 N. Mill St.,6/8/1976,ARCHITECTURE,POINT (-91.77955599399996 43.30413150100003),-91.77955599,43.3041315,191919502001031,19191950200,19191,,,Not Applicable,1.583333333,23.60822651,Relatively High
77000500,"Hitchcock, Rev. George B., House",IOWA,Cass,Lewis,63788 567th Lane,11/9/1977,ARCHITECTURE; RELIGION; SOCIAL HISTORY,POINT (-95.10347701799998 41.30312545500004),-95.10347702,41.30312546,190291902001074,19029190200,19029,,,Not Applicable,1.458333333,23.19229361,Relatively High
75000680,"Weaver, James B., House",IOWA,Davis,Bloomfield,Weaver Park Rd. (U.S. 63),5/15/1975,POLITICS/GOVERNMENT,POINT (-92.41240811099999 40.75502160800005),-92.41240811,40.75502161,190510801005014,19051080100,19051,,,Not Applicable,1.125,22.01427355,Relatively High
74000792,Kirkwood House,IOWA,Johnson,Iowa City,1101 Kirkwood,9/17/1974,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-91.51928170399998 41.64908429900004),-91.5192817,41.6490843,191030017002001,19103001700,19103,,,Not Applicable,2.125,21.66973697,Relatively High
73000731,Plum Grove,IOWA,Johnson,Iowa City,1030 Carroll Ave.,5/7/1973,EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-91.52447459899997 41.64779999100006),-91.5244746,41.64779999,191030017003028,19103001700,19103,,,Not Applicable,2.125,21.66973697,Relatively High
6000858,"Sheaffer, Walter A., House",IOWA,Lee,Fort Madison,11 High Point,9/19/2006,INVENTION; INDUSTRY; COMMERCE,POINT (-91.28723529899997 40.63396916800008),-91.2872353,40.63396917,191114902002025,19111490200,19111,,,Not Applicable,2.708333333,21.01704858,Relatively High
72000471,Dow House,IOWA,Crawford,Dow City,Prince St. at S city limit,6/14/1972,COMMERCE; AGRICULTURE; CONSERVATION; POLITICS/GOVERNMENT,POINT (-95.49750674899997 41.92498130600006),-95.49750675,41.92498131,190470703003078,19047070300,19047,,,Not Applicable,0.958333333,20.68329427,Relatively High
74000841,"Harris, Senator William A., House",KANSAS,Leavenworth,Linwood,NW of Linwood on KS 32,11/5/1974,AGRICULTURE; POLITICS/GOVERNMENT,POINT (-95.04349019899996 39.00419681300008),-95.0434902,39.00419681,201030714003026,20103071400,20103,,,Not Applicable,4.208333333,24.03389426,Relatively High
71000319,"Brown, John, Cabin",KANSAS,Miami,Osawatomie,John Brown Memorial Park,3/24/1971,POLITICS/GOVERNMENT; SOCIAL HISTORY,POINT (-94.95968849999997 38.49889900600004),-94.9596885,38.49889901,201211007005003,20121100700,20121,,,Not Applicable,1.791666666,23.99031576,Relatively High
71000318,"White, William Allen, House",KANSAS,Lyon,Emporia,927 Exchange St.,5/14/1971,LITERATURE; POLITICS/GOVERNMENT; ARCHITECTURE; COMMUNICATIONS; SOCIAL HISTORY,POINT (-96.17539925299997 38.40956539600006),-96.17539925,38.4095654,201110001005042,20111000100,20111,,,Not Applicable,2.375,22.86332157,Relatively High
78001335,"Pate, Samuel, House",KENTUCKY,Hancock,Lewisport,E of Lewisport of KY 334,12/21/1978,LAW; ARCHITECTURE,POINT (-86.85653792299996 37.97158134700004),-86.85653792,37.97158135,210919602003011,21091960200,21091,,,Not Applicable,0.875,37.83102919,Very High
74000890,"Vinson, Fred M., Birthplace",KENTUCKY,Lawrence,Louisa,E. Madison and Vinson Blvd.,9/4/1974,POLITICS/GOVERNMENT,POINT (-82.60155556999996 38.11508554500006),-82.60155557,38.11508555,211279301004009,21127930100,21127,,,Not Applicable,1.833333333,29.46870542,Relatively High
75000792,Wendover,KENTUCKY,Leslie,Hyden,S of Hyden off KY 80,10/21/1975,SOCIAL HISTORY; EDUCATION; POLITICS/GOVERNMENT; HEALTH/MEDICINE,POINT (-83.36514804899997 37.12748698300004),-83.36514805,37.12748698,211319201004060,21131920100,21131,,,Not Applicable,1.708333333,26.4586656,Relatively High
74000892,Lincoln Hall,KENTUCKY,Madison,Berea,Berea College campus,12/2/1974,BLACK; EDUCATION,POINT (-84.28581096199997 37.57210175800003),-84.28581096,37.57210176,211510113021011,21151011302,21151,,,Not Applicable,2.125,25.6514719,Relatively High
73000784,Eades Tavern,KENTUCKY,Bourbon,Paris,421 High St.,10/2/1973,LAW,POINT (-84.25160043199998 38.21229701100003),-84.25160043,38.21229701,210170301004006,21017030100,21017,,,Not Applicable,2.958333333,24.52034904,Relatively High
78001346,Brown Hotel Building and Theater,KENTUCKY,Jefferson,Louisville,675 River City Mall,2/17/1978,COMMERCE; ARCHITECTURE,POINT (-85.75776659499996 38.24667443200008),-85.75776659,38.24667443,211110049002007,21111004900,21111,,,Not Applicable,4,22.10766457,Relatively High
77000624,Louisville Trust Building,KENTUCKY,Jefferson,Louisville,208 S. 5th St.,4/18/1977,ENGINEERING; ARCHITECTURE,POINT (-85.75876363699996 38.25524643900008),-85.75876364,38.25524644,211110049001063,21111004900,21111,,,Not Applicable,4,22.10766457,Relatively High
77000626,Old U.S. Customshouse and Post Office,KENTUCKY,Jefferson,Louisville,300 W. Liberty St.,11/23/1977,COMMERCE; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-85.75583718199994 38.25260203400006),-85.75583718,38.25260203,211110049001096,21111004900,21111,,,Not Applicable,4,22.10766457,Relatively High
80001612,Old U.S. Customshouse and Post Office and Fireproof Storage Company Warehouse (Boundary Increase),KENTUCKY,Jefferson,Louisville,300--314 W. Liberty St.,5/31/1980,ARCHITECTURE,POINT (-85.75583411099996 38.25278223900006),-85.75583411,38.25278224,211110049001096,21111004900,21111,,,Not Applicable,4,22.10766457,Relatively High
71000349,Southern National Bank,KENTUCKY,Jefferson,Louisville,320 W. Main St.,8/12/1971,ARCHITECTURE,POINT (-85.75552292199995 38.25561768700004),-85.75552292,38.25561769,211110049001045,21111004900,21111,,,Not Applicable,4,22.10766457,Relatively High
75000778,University of Louisville School of Medicine,KENTUCKY,Jefferson,Louisville,101 W. Chestnut St.,7/30/1975,EDUCATION; ARCHITECTURE; SOCIAL HISTORY,POINT (-85.75293094699998 38.24878615900008),-85.75293095,38.24878616,211110049002002,21111004900,21111,,,Not Applicable,4,22.10766457,Relatively High
76000897,Marvin College Boys Dormitory,KENTUCKY,Hickman,Clinton,404 and 416 N. Washington St.,1/2/1976,EDUCATION,POINT (-88.94311907399998 36.67171833900005),-88.94311907,36.67171834,211059701004009,21105970100,21105,,,Not Applicable,2.291666666,22.042999,Relatively High
84001553,Brandeis House,KENTUCKY,Jefferson,Louisville,310 E. Broadway,3/1/1984,LAW; SOCIAL HISTORY,POINT (-85.74910946799997 38.24505045200004),-85.74910947,38.24505045,211110062002002,21111006200,21111,,,Not Applicable,4,21.22369901,Relatively High
80001622,Steam Engine Company No. 10,KENTUCKY,Jefferson,Louisville,1419 E. Washington,11/7/1980,ARCHITECTURE,POINT (-85.72720540699999 38.24625686300004),-85.72720541,38.24625686,211110081003042,21111008100,21111,,,Not Applicable,4,20.63146456,Relatively High
73000817,"Jones, Merritt, Tavern",KENTUCKY,Madison,Big Hill,1 mi. S of Big Hill on U.S. 421,4/2/1973,MILITARY; ARCHITECTURE,POINT (-84.21112725599994 37.53476728200008),-84.21112726,37.53476728,211510111003060,21151011100,21151,,,Not Applicable,2.125,20.29212138,Relatively High
71000344,Liberty Hall,KENTUCKY,Franklin,Frankfort,218 Wilkinson St.,11/11/1971,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-84.88146096399998 38.19895744800004),-84.88146096,38.19895745,210730712003056,21073071200,21073,,,Not Applicable,1.583333333,19.93359653,Relatively High
71000345,Old Governor's Mansion,KENTUCKY,Franklin,Frankfort,420 High St.,3/11/1971,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-84.87389508399997 38.19956551700005),-84.87389508,38.19956552,210730712003079,21073071200,21073,,,Not Applicable,1.583333333,19.93359653,Relatively High
71000346,Old Statehouse,KENTUCKY,Franklin,Frankfort,"On Broadway, bounded by Madison, Clinton, and Lewis Sts.",3/11/1971,MILITARY; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-84.87328996199994 38.20034753900006),-84.87328996,38.20034754,210730712003072,21073071200,21073,,,Not Applicable,1.583333333,19.93359653,Relatively High
74002188,Southdown Plantation,LOUISIANA,Terrebonne,Houma,1 mi. SW of Houma on LA 311,1/18/1974,INDUSTRY; AGRICULTURE,POINT (-90.73121687599996 29.58817245200004),-90.73121688,29.58817245,221090017003038,22109001700,22109,4.003458798,23.23260419,Relatively High,0.75,13.85799172,Relatively Moderate
72000553,Shadows-on-the-Teche,LOUISIANA,Iberia,New Iberia,E. Main St.,10/5/1972,LANDSCAPE ARCHITECTURE; ARCHITECTURE,POINT (-91.81511875499996 30.00436904300005),-91.81511875,30.00436904,220450311002069,22045031100,22045,3.951602057,11.23365103,Relatively Moderate,1.416666666,43.36847436,Very High
82004678,Darby House,LOUISIANA,St. Mary,Baldwin,102 Main St.,8/11/1982,ARCHITECTURE,POINT (-91.54387542799998 29.83734887100007),-91.54387543,29.83734887,221010412001029,22101041200,22101,3.969554304,9.5225982,Relatively Low,1.125,23.26705542,Relatively High
73002133,Maison Olivier (Acadian House),LOUISIANA,St. Martin,St. Martinville,"1200 N. Main St., within Longfellow Evangeline State Park",3/30/1973,ARCHITECTURE,POINT (-91.82511722399994 30.13825343900004),-91.82511722,30.13825344,220990204004037,22099020400,22099,3.901729398,8.644395333,Relatively Low,1.166666666,39.47696312,Very High
92001732,"Warren, Robert Penn, House",LOUISIANA,Ascension,Prairieville,16381 Old Jefferson Hwy.,1/7/1993,LITERATURE,POINT (-90.97369214099996 30.30825546700004),-90.97369214,30.30825547,220050302041026,22005030204,22005,0.071808986,8.522170376,Relatively Low,0.666666666,26.81953885,Relatively High
80001721,Center Building of East Louisiana State Hospital,LOUISIANA,East Feliciana,Jackson,E of Jackson on LA 10,8/1/1980,ARCHITECTURE; SOCIAL HISTORY,POINT (-91.21427378299995 30.83304034300005),-91.21427378,30.83304034,220379515021012,22037951502,22037,0.002,0.3194958372,Very Low,0.458333333,20.12949689,Relatively High
80001739,Badin-Roque House,LOUISIANA,Natchitoches,Natchez,S of Natchez,6/6/1980,BLACK; ARCHITECTURE,POINT (-92.97301583399997 31.60184418300003),-92.97301583,31.60184418,220690009002068,22069000900,22069,,,Not Applicable,1.375,23.36452475,Relatively High
74000927,"Cloutier, Alexis, House",LOUISIANA,Natchitoches,Cloutierville,Main St.,12/31/1974,LITERATURE,POINT (-92.91798794099998 31.54091941400003),-92.91798794,31.54091941,220690009002362,22069000900,22069,,,Not Applicable,1.375,23.36452475,Relatively High
95001458,Ogunquit Playhouse,MAINE,York,Ogunquit,"US 1 E side, 0.2 mi. S of jct. with Bourne Rd.",12/14/1995,PERFORMING ARTS; COMMUNITY PLANNING AND DEVELOPMENT; EDUCATION; ARCHITECTURE,POINT (-70.60008915699996 43.23886802600003),-70.60008916,43.23886803,230310340011061,23031034001,23031,4.42992041,15.39848024,Relatively Moderate,1.041666666,30.73038387,Relatively High
66000092,"Homer, Winslow, Studio",MAINE,Cumberland,Scarborough,"Winslow Homer Rd., Prout's Neck",10/15/1966,ART,POINT (-70.31988908299996 43.52851511700004),-70.31988908,43.52851512,230050173041050,23005017304,23005,4.423936328,8.160782926,Relatively Low,2.041666666,23.26506942,Relatively High
68000016,Old York Gaol,MAINE,York,York,4 Lindsey Rd.,11/24/1968,ARCHITECTURE,POINT (-70.65221142199994 43.14411950000004),-70.65221142,43.1441195,230310360013073,23031036001,23031,4.42992041,5.138242599,Relatively Low,1.041666666,20.44392544,Relatively High
76000105,Gehring Clinic,MAINE,Oxford,Bethel,Off ME 5,8/2/1976,HEALTH/MEDICINE; SOCIAL HISTORY,POINT (-70.78719255199996 44.39957871000007),-70.78719255,44.39957871,230179659002039,23017965900,23017,,,Not Applicable,3,21.78757341,Relatively High
69000005,Fort Kent,MAINE,Aroostook,Fort Kent,About 0.75 mi. SW of Fort Kent off ME 11,12/1/1969,MILITARY; EXPLORATION/SETTLEMENT,POINT (-68.59032718199995 47.25253293400004),-68.59032718,47.25253293,230039506001078,23003950600,23003,,,Not Applicable,3.25,21.77247759,Relatively High
66000390,"Old Lock Pump House, Chesapeake and Delaware Canal",MARYLAND,Cecil,Chesapeake City,U.S. 213,10/15/1966,ENGINEERING; ARCHITECTURE,POINT (-75.81036165299997 39.52580030000007),-75.81036165,39.5258003,240150302003013,24015030200,24015,4.435936328,22.34063627,Relatively High,2.625,14.06426256,Relatively Moderate
5000655,"Sumner, Charles, Post #25, Grand Army of the Republic",MARYLAND,Kent,Chestertown,206 S. Queen St.,7/6/2005,BLACK; MILITARY; SOCIAL HISTORY,POINT (-76.06636072399994 39.20901484400008),-76.06636072,39.20901484,240299503004035,24029950300,24029,4.425936328,20.63933644,Relatively High,0.791666666,13.88152432,Relatively Moderate
96000469,"Oakley, Annie, House",MARYLAND,Dorchester,Cambridge,28 Bellevue Ave.,5/7/1996,ENTERTAINMENT/RECREATION,POINT (-76.08929816899996 38.58952484500003),-76.08929817,38.58952485,240199707024022,24019970702,24019,4.425936328,17.66342085,Relatively Moderate,0.625,28.15302383,Relatively High
71000363,La Vale Tollgate House,MARYLAND,Allegany,La Vale,US 40,1/25/1971,TRANSPORTATION; ARCHITECTURE,POINT (-78.85141357699996 39.63749156900008),-78.85141358,39.63749157,240010014012078,24001001401,24001,,,Not Applicable,1.916666666,24.83781896,Relatively High
73000941,John Brown's Headquarters,MARYLAND,Washington,Samples Manor,Chestnut Grove Rd.,11/7/1973,POLITICS/GOVERNMENT,POINT (-77.71528142199998 39.37981662600004),-77.71528142,39.37981663,240430115004002,24043011500,24043,,,Not Applicable,2.125,20.83850245,Relatively High
66000783,Peabody Museum of Salem,MASSACHUSETTS,Essex,Salem,161 Essex St.,10/15/1966,EDUCATION,POINT (-70.89281131299998 42.52165769100003),-70.89281131,42.52165769,250092043001009,25009204300,25009,4.451888575,6.161549571,Relatively Low,2.458333333,19.94946012,Relatively High
97001274,"Quincy, Josiah, House",MASSACHUSETTS,Norfolk,Quincy,20 Muirhead St.,9/25/1997,ARCHITECTURE; POLITICS/GOVERNMENT,POINT (-71.01492914999994 42.27165227100005),-71.01492915,42.27165227,250214176013002,25021417601,25021,4.469840822,5.068190636,Relatively Low,2.666666666,23.32304467,Relatively High
74000382,Ames Building,MASSACHUSETTS,Suffolk,Boston,1 Court St.,4/26/1974,ARCHITECTURE,POINT (-71.05815331699995 42.35895875900007),-71.05815332,42.35895876,250250303003022,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
66000368,Faneuil Hall,MASSACHUSETTS,Suffolk,Boston,Dock Sq.,10/15/1966,POLITICS/GOVERNMENT; ARCHITECTURE; SOCIAL HISTORY,POINT (-71.05624691299994 42.36007366100006),-71.05624691,42.36007366,250250303003030,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
70000687,Old City Hall,MASSACHUSETTS,Suffolk,Boston,School and Providence Sts.,12/30/1970,ARCHITECTURE,POINT (-71.05921960899997 42.35814710800003),-71.05921961,42.35814711,250250303003026,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
73000322,Old Corner Bookstore,MASSACHUSETTS,Suffolk,Boston,NW corner of Washington and School Sts.,4/11/1973,LITERATURE; ARCHITECTURE,POINT (-71.05838802999995 42.35759470500005),-71.05838803,42.35759471,250250303003028,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
66000778,Old South Meetinghouse,MASSACHUSETTS,Suffolk,Boston,Milk and Washington Sts.,10/15/1966,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.05809451899995 42.35715870800004),-71.05809452,42.35715871,250250303004004,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
66000779,Old State House,MASSACHUSETTS,Suffolk,Boston,Washington and State Sts.,10/15/1966,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.05730090599997 42.35888401600005),-71.05730091,42.35888402,250250303004002,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
66000784,Quincy Market,MASSACHUSETTS,Suffolk,Boston,S. Market St.,11/13/1966,COMMERCE; ARCHITECTURE,POINT (-71.05455086999996 42.36019415000004),-71.05455087,42.36019415,250250303002014,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
3000645,Union Oyster House,MASSACHUSETTS,Suffolk,Boston,41-43 Union Street,5/27/2003,ARCHITECTURE; COMMERCE; MARITIME HISTORY,POINT (-71.06014039199994 42.36291249000004),-71.06014039,42.36291249,250250303003003,25025030300,25025,4.451888575,4.161079277,Relatively Low,1.583333333,21.27224914,Relatively High
74000379,Adams Academy,MASSACHUSETTS,Norfolk,Quincy,8 Adams St.,9/6/1974,ARCHITECTURE,POINT (-71.00587461299995 42.25379974400005),-71.00587461,42.25379974,250214177011016,25021417701,25021,4.461840822,3.888301858,Relatively Low,2.666666666,29.72097337,Relatively High
72000143,"Crane, Thomas, Public Library",MASSACHUSETTS,Norfolk,Quincy,40 Washington St.,10/18/1972,ART; ARCHITECTURE,POINT (-71.00095860099998 42.25167929500003),-71.0009586,42.2516793,250214177013010,25021417701,25021,4.461840822,3.888301858,Relatively Low,2.666666666,29.72097337,Relatively High
70000095,Quincy Homestead,MASSACHUSETTS,Norfolk,Quincy,34 Butler Road,7/1/1970,LITERATURE; EDUCATION; POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.00733875699996 42.25791672900004),-71.00733876,42.25791673,250214177011005,25021417701,25021,4.461840822,3.888301858,Relatively Low,2.666666666,29.72097337,Relatively High
80000649,Quincy Town Hall,MASSACHUSETTS,Norfolk,Quincy,1305 Hancock St.,1/11/1980,POLITICS/GOVERNMENT; ARCHITECTURE,POINT (-71.00372370399998 42.25095554700005),-71.0037237,42.25095555,250214177013022,25021417701,25021,4.461840822,3.888301858,Relatively Low,2.666666666,29.72097337,Relatively High
70000734,United First Parish Church (Unitarian) of Quincy,MASSACHUSETTS,Norfolk,Quincy,1266 Hancock St.,12/30/1970,ARCHITECTURE,POINT (-71.00311353399997 42.25120937000003),-71.00311353,42.25120937,250214177013019,25021417701,25021,4.461840822,3.888301858,Relatively Low,2.666666666,29.72097337,Relatively High
73000302,Chelmsford Glass Works' Long House,MASSACHUSETTS,Middlesex,Lowell,139-141 Baldwin St.,1/25/1973,INDUSTRY; ARCHITECTURE,POINT (-71.34975437399999 42.63340918900008),-71.34975437,42.63340919,250173114004017,25017311400,25017,0.002,1.036261191,Very Low,4.083333333,22.56962577,Relatively High
66000128,"Adams, John Quincy, Birthplace",MASSACHUSETTS,Norfolk,Quincy,141 Franklin St.,10/15/1966,POLITICS/GOVERNMENT,POINT (-71.00371638699994 42.23924811500007),-71.00371639,42.23924812,250214180041015,25021418004,25021,0.007984082,0.240421624,Very Low,2.666666666,21.11315023,Relatively High
66000129,"Adams, John, Birthplace",MASSACHUSETTS,Norfolk,Quincy,133 Franklin St.,10/15/1966,POLITICS/GOVERNMENT,POINT (-71.00360096099996 42.23943024900007),-71.00360096,42.23943025,250214180041015,25021418004,25021,0.007984082,0.240421624,Very Low,2.666666666,21.11315023,Relatively High
70000286,Commandant's Quarters,MICHIGAN,Wayne,Dearborn,21950 Michigan Ave.,10/15/1970,MILITARY; ARCHITECTURE,POINT (-83.24395286899994 42.30651871600003),-83.24395287,42.30651872,261635749001016,26163574900,26163,0,0,No Rating,2.541666666,31.4636356,Relatively High
